token	bucket	subtype	universality	total_count	c_tinystories	c_control	c_novice	c_expert	zipf	is_propn	is_name_cased	lemma	lemma_resolves	store_match
engagement	domain_term		1	1	0	0	0	1	4.31	0	0		0	0
eni	named_entity	candidate	1	1	0	0	0	1	2.49	1	1		0	0
eni/2017/040	junk	structural	1	1	0	0	0	1	2.03	0	1		0	0
enquiries	domain_term		1	1	0	0	0	1	3.36	0	0	enquiry	0	0
enthusiasts	local		1	1	0	1	0	0	3.56	0	0	enthusiast	0	0
entitlement	domain_term		1	1	0	0	0	1	3.55	0	0		0	0
entitles	domain_term		1	1	0	0	0	1	2.72	0	0	entitle	0	0
equaliser	local		1	1	0	1	0	0	2.86	0	0		0	0
era	domain_term		1	1	0	0	0	1	4.67	0	0		0	0
estas	local		1	1	1	0	0	0	2.1	0	0	esta	0	0
estonia	named_entity	candidate	1	1	0	0	1	0	3.48	1	1		0	0
et	named_entity	candidate	1	1	0	0	0	1	4.66	1	0		0	0
eu/	junk	structural	1	1	0	0	0	1	4.62	0	1		0	0
eur.1	junk	structural	1	1	0	0	0	1	3.49	0	1		0	0
eurasian	named_entity	candidate	1	1	0	0	0	1	2.99	1	1		0	0
evade	domain_term		1	1	0	0	0	1	3.39	0	0		0	0
evenly	local		1	1	0	1	0	0	3.65	0	0		0	0
eventhough	local		1	1	1	0	0	0	2.28	0	0		0	0
evers	named_entity	candidate	1	1	0	0	0	1	2.74	1	1	ever	1	0
eww	named_entity	candidate	1	1	1	0	0	0	2.87	1	1		0	0
exacerbated	domain_term		1	1	0	0	0	1	3.22	0	0	exacerbate	0	0
examined	named_entity	candidate	1	1	0	0	0	1	4.1	1	1	examine	1	0
exceptional	domain_term		1	1	0	0	0	1	4.05	0	0		0	0
exceptionally	domain_term		1	1	0	0	1	0	3.74	0	0		0	0
excessively	domain_term		1	1	0	0	0	1	3.35	0	0		0	0
executing	domain_term		1	1	0	0	0	1	3.54	0	0	execute	0	0
execution	domain_term		1	1	0	0	0	1	4.29	0	0		0	0
exempt	domain_term		1	1	0	0	0	1	3.78	0	0		0	0
exemptions	domain_term		1	1	0	0	1	0	3.33	0	0	exemption	0	0
exhaustive	domain_term		1	1	0	0	0	1	3.3	0	0		0	0
expiry	domain_term		1	1	0	0	0	1	3.0	0	0		0	0
explored	named_entity	candidate	1	1	1	0	0	0	3.9	1	1	explore	1	0
export/	junk	structural	1	1	0	0	0	1	4.24	0	0		0	0
extended	inflection_miss		1	1	0	1	0	0	4.64	0	0	extend	1	0
extraterritorial	domain_term		1	1	0	0	0	1	2.23	0	0		0	0
exw	named_entity	candidate	1	1	0	0	0	1	1.34	1	1		0	0
eyed	local		1	1	1	0	0	0	3.96	0	0		0	0
e‑commerce	junk	structural	1	1	0	0	1	0	4.32	0	0		0	0
farthest	local		1	1	1	0	0	0	3.06	0	0	farth	0	0
fasteners	domain_term		1	1	0	0	0	1	2.75	0	0	fastener	0	0
federative	named_entity	candidate	1	1	0	0	0	1	1.91	1	1		0	0
feeder	inflection_miss		1	1	1	0	0	0	3.46	0	0	feed	1	0
financiën	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
finanţelor	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
firing	local		1	1	1	0	0	0	4.27	0	0		0	0
fixation	domain_term		1	1	0	0	0	1	3.27	0	0		0	0
flagship	named_entity	candidate	1	1	0	0	0	1	3.75	1	1		0	0
flaky	local		1	1	0	1	0	0	2.87	0	0		0	0
flaming	local		1	1	1	0	0	0	3.43	0	0		0	0
flickering	inflection_miss		1	1	1	0	0	0	2.99	0	0	flicker	1	0
flipper	local		1	1	1	0	0	0	2.8	0	0		0	0
flippers	local		1	1	1	0	0	0	2.7	0	0	flipper	0	0
flitting	local		1	1	1	0	0	0	2.35	0	0		0	0
flowerbed	local		1	1	1	0	0	0	1.9	0	0	flowerbe	0	0
fob2	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
foldables	junk	low_freq	1	1	0	1	0	0	0.0	0	0	foldable	0	0
foremost	domain_term		1	1	0	0	0	1	3.78	0	0		0	0
foreshadowing	inflection_miss		1	1	1	0	0	0	2.76	0	0	foreshadow	1	0
formation	local		1	1	0	1	0	0	4.49	0	0		0	0
forwarding	named_entity	candidate	1	1	0	0	0	1	3.21	1	1	forward	1	0
framed	inflection_miss		1	1	1	0	0	0	3.9	0	0	frame	1	0
frantic	local		1	1	0	1	0	0	3.33	0	0		0	0
freeing	inflection_miss		1	1	1	0	0	0	3.4	0	0	free	1	0
freezing	local		1	1	1	0	0	0	4.05	0	0		0	0
frictionless	domain_term		1	1	0	0	0	1	2.3	0	0		0	0
friedman	named_entity	candidate	1	1	0	0	1	0	3.47	1	1		0	0
frogs	inflection_miss		1	1	1	0	0	0	3.56	1	0	frog	1	0
frosting	inflection_miss		1	1	1	0	0	0	3.05	0	0	frost	1	0
ftas	named_entity	candidate	1	1	0	0	0	1	1.97	0	1	fta	0	0
fulfilment	domain_term		1	1	0	0	0	1	2.97	0	0		0	0
funnest	local		1	1	1	0	0	0	2.28	0	0	funn	0	0
funniest	local		1	1	1	0	0	0	3.59	0	0		0	0
furthest	local		1	1	1	0	0	0	3.17	0	0	furth	0	0
főigazgatósága	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
gaap	named_entity	candidate	1	1	0	0	0	1	3.05	0	1		0	0
galați	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
gaming	local		1	1	0	1	0	0	4.36	0	0		0	0
gathered	inflection_miss		1	1	1	0	0	0	4.27	0	0	gather	1	0
gavier	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
gazing	local		1	1	1	0	0	0	3.21	0	0		0	0
geese	inflection_miss		1	1	1	0	0	0	3.35	1	0	goose	1	0
generalising	domain_term		1	1	0	0	0	1	1.92	0	0	generalise	0	0
generală	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
generic	domain_term		1	1	0	0	0	1	4.11	0	0		0	0
gentlly	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
georgia	named_entity	candidate	1	1	0	0	0	1	4.46	1	1		0	0
giggling	named_entity	candidate	1	1	1	0	0	0	3.25	1	0		0	0
glistening	inflection_miss		1	1	1	0	0	0	2.87	0	0	glisten	1	0
gotcha	named_entity	candidate	1	1	1	0	0	0	3.38	1	1		0	0
gottifredi	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
grams	domain_term		1	1	0	0	1	0	3.82	0	0	gram	0	0
grandaughter	named_entity	candidate	1	1	1	0	0	0	1.66	1	0		0	0
graphs	domain_term		1	1	0	0	0	1	3.55	0	0	graph	0	0
greece	named_entity	candidate	1	1	0	0	1	0	4.28	1	1		0	0
greens	named_entity	candidate	1	1	1	0	0	0	3.86	1	1	green	1	0
greeting	inflection_miss		1	1	0	1	0	0	3.68	0	0	greet	1	0
growling	inflection_miss		1	1	1	0	0	0	2.97	0	0	growl	1	0
growth.[2][3][4][5][6	junk	structural	1	1	0	0	1	0	4.76	0	0		0	0
grrr	local		1	1	1	0	0	0	2.63	0	0		0	0
grumpiest	junk	low_freq	1	1	1	0	0	0	1.43	0	0		0	0
guaranties	domain_term		1	1	0	0	0	1	1.56	0	0	guaranty	0	0
guatemala	named_entity	candidate	1	1	0	0	0	1	3.62	1	1		0	0
guided	named_entity	candidate	1	1	0	0	0	1	4.06	1	1		0	0
gāze	junk	structural	1	1	0	0	0	1	0.0	0	0		0	0
haha	named_entity	candidate	1	1	1	0	0	0	4.53	1	1		0	0
handover	domain_term		1	1	0	0	0	1	2.96	0	0		0	0
handset	local		1	1	0	1	0	0	3.07	0	0		0	0
handsets	local		1	1	0	1	0	0	2.74	0	0	handset	0	0
hannover	named_entity	candidate	1	1	0	0	0	1	2.78	1	1		0	0
happenned	junk	low_freq	1	1	1	0	0	0	1.43	0	0	happenne	0	0
harley	named_entity	candidate	1	1	0	0	0	1	3.72	1	1		0	0
harmonisation	domain_term		1	1	0	0	0	1	2.28	0	0		0	0
harmonise	domain_term		1	1	0	0	0	1	2.26	0	0		0	0
harmonising	domain_term		1	1	0	0	0	1	1.98	0	0	harmonise	0	0
harmonizing	domain_term		1	1	0	0	0	1	2.59	0	0	harmonize	0	0
hazardous	domain_term		1	1	0	0	0	1	3.71	0	0		0	0
header	named_entity	candidate	1	1	0	1	0	0	3.88	1	1		0	0
heads	named_entity	candidate	1	1	0	0	0	1	4.67	1	1	head	1	0
heard	inflection_miss		1	1	1	0	0	0	5.27	0	0	hear	1	0
hearted	inflection_miss		1	1	1	0	0	0	3.77	0	0	heart	1	0
hedgewit	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
heijmann	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
helpamy	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
heterogeneous	domain_term		1	1	0	0	0	1	3.08	0	0		0	0
heterogenous	domain_term		1	1	0	0	0	1	1.86	0	0		0	0
hfs	named_entity	candidate	1	1	0	0	0	1	2.26	1	1		0	0
hid	named_entity	candidate	1	1	1	0	0	0	3.79	1	0		0	0
highest	inflection_miss		1	1	0	0	1	0	4.86	1	0	high	1	0
high‑tariff	junk	structural	1	1	0	0	1	0	3.49	1	1		0	0
him-	junk	structural	1	1	1	0	0	0	6.11	0	0		0	0
hitherto	named_entity	candidate	1	1	0	0	0	1	3.15	1	0		0	0
hmm	named_entity	candidate	1	1	1	0	0	0	4.11	1	1		0	0
hmmm	named_entity	candidate	1	1	1	0	0	0	3.61	1	1		0	0
hola	named_entity	candidate	1	1	1	0	0	0	3.07	1	0		0	0
hong	named_entity	candidate	1	1	0	0	0	1	4.53	1	1		0	0
honour	domain_term		1	1	0	0	0	1	4.37	0	0		0	0
hopped	inflection_miss		1	1	1	0	0	0	3.31	0	0	hop	1	0
horgan	named_entity	candidate	1	1	0	0	0	1	2.32	1	1		0	0
hristova	named_entity	candidate	1	1	0	0	0	1	1.09	1	1		0	0
https://www.newworldencyclopedia.org/entry/tariff	junk	structural	1	1	0	0	0	1	0.0	0	0		0	0
hubs	domain_term		1	1	0	0	0	1	3.4	0	0	hub	0	0
humming	local		1	1	1	0	0	0	3.23	0	0		0	0
hunkered	local		1	1	1	0	0	0	2.23	0	0	hunker	0	0
hurray	named_entity	candidate	1	1	1	0	0	0	2.88	0	1		0	0
hurried	inflection_miss		1	1	1	0	0	0	3.14	0	0	hurry	1	0
hurrying	inflection_miss		1	1	1	0	0	0	2.73	0	0	hurry	1	0
hydraulic	domain_term		1	1	0	0	0	1	3.72	0	0		0	0
i'm	junk	structural	1	1	1	0	0	0	6.15	1	1		0	0
icc	named_entity	candidate	1	1	0	0	0	1	3.64	1	1		0	0
ics2	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
ideally	local		1	1	0	1	0	0	3.75	0	0		0	0
ii	named_entity	candidate	1	1	0	0	0	1	5.02	1	1		0	0
illicit	domain_term		1	1	0	0	0	1	3.43	0	0		0	0
im	named_entity	candidate	1	1	0	0	0	1	4.69	1	1		0	0
imagined	local		1	1	1	0	0	0	4.07	0	0		0	0
immense	domain_term		1	1	0	0	0	1	3.88	0	0		0	0
impart	domain_term		1	1	0	0	0	1	3.09	0	0		0	0
importantly	domain_term		1	1	0	0	0	1	4.09	0	0		0	0
importer/	junk	structural	1	1	0	0	0	1	3.08	0	0		0	0
importer’s	junk	structural	1	1	0	0	0	1	0.0	0	0		0	0
importing	named_entity	candidate	1	1	0	0	0	1	3.43	1	1	import	1	0
impurities	domain_term		1	1	0	0	0	1	3.06	0	0	impurity	0	0
incidental	domain_term		1	1	0	0	0	1	3.31	0	0		0	0
incisive	domain_term		1	1	0	0	0	1	2.76	0	0		0	0
inclusiveness	domain_term		1	1	0	0	0	1	2.61	0	0		0	0
incoming	domain_term		1	1	0	0	0	1	3.93	0	0		0	0
incorrectly	domain_term		1	1	0	0	0	1	3.57	0	0		0	0
incurring	domain_term		1	1	0	0	0	1	2.88	0	0	incur	0	0
independence	domain_term		1	1	0	0	0	1	4.58	0	0		0	0
india	named_entity	candidate	1	1	0	0	0	1	5.04	1	1		0	0
indonesia	named_entity	candidate	1	1	0	0	1	0	4.25	1	1		0	0
industrialisation	domain_term		1	1	0	0	1	0	2.7	0	0		0	0
industrializing	domain_term		1	1	0	0	1	0	1.93	0	0	industrialize	0	0
industry.[1	junk	structural	1	1	0	0	1	0	5.13	0	0		0	0
inefficient	domain_term		1	1	0	0	0	1	3.46	0	0		0	0
inequality	domain_term		1	1	0	0	0	1	3.92	0	0		0	0
infancy	domain_term		1	1	0	0	0	1	3.38	0	0		0	0
ing	local		1	1	1	0	0	0	3.95	0	0		0	0
inputs/	junk	structural	1	1	0	0	0	1	3.63	0	0		0	0
inseperable	junk	low_freq	1	1	1	0	0	0	1.35	0	0		0	0
inspector-2006	junk	structural	1	1	0	0	0	1	4.09	1	1		0	0
installed	inflection_miss		1	1	0	0	0	1	4.4	0	0	instal	1	0
instructional	local		1	1	0	1	0	0	3.51	0	0		0	0
instrumental	domain_term		1	1	0	0	0	1	3.99	0	0		0	0
insubstantial	domain_term		1	1	0	0	0	1	2.36	0	0		0	0
inter	domain_term		1	1	0	0	0	1	4.16	0	0		0	0
interchangeably	domain_term		1	1	0	0	0	1	2.9	0	0		0	0
interconnected	domain_term		1	1	0	0	0	1	3.25	0	0	interconnect	0	0
interconnection	domain_term		1	1	0	0	0	1	2.83	0	0		0	0
interconnections	domain_term		1	1	0	0	0	1	2.39	0	0	interconnection	0	0
interference	domain_term		1	1	0	0	0	1	3.99	0	0		0	0
intermediary	domain_term		1	1	0	0	0	1	3.18	0	0		0	0
internationaux	named_entity	candidate	1	1	0	0	0	1	1.34	1	1		0	0
interrupting	inflection_miss		1	1	1	0	0	0	3.28	0	0	interrupt	1	0
interruption	domain_term		1	1	0	0	0	1	3.36	0	0		0	0
intro	domain_term		1	1	0	0	0	1	3.81	0	0		0	0
invalidation	domain_term		1	1	0	0	0	1	2.23	0	0		0	0
ironic	domain_term		1	1	0	0	0	1	3.8	0	0		0	0
irrespective	domain_term		1	1	0	0	0	1	3.41	0	0		0	0
irrespectively	junk	low_freq	1	1	0	0	0	1	1.16	0	0		0	0
issuance	domain_term		1	1	0	0	0	1	3.34	0	0		0	0
issuers	domain_term		1	1	0	0	0	1	2.91	0	0	issuer	0	0
italia	named_entity	candidate	1	1	0	0	0	1	3.39	1	1		0	0
items1	junk	structural	1	1	0	0	1	0	0.0	1	0		0	0
iteration	domain_term		1	1	0	0	0	1	3.39	0	0		0	0
jabbed	local		1	1	1	0	0	0	2.33	0	0	jab	0	0
janey	named_entity	candidate	1	1	1	0	0	0	2.43	1	1		0	0
javorcik	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
jewels	named_entity	candidate	1	1	1	0	0	0	3.59	1	1	jewel	1	0
jogging	inflection_miss		1	1	1	0	0	0	3.38	0	0	jog	1	0
joints	local		1	1	0	1	0	0	3.82	0	0	joint	0	0
junctions	domain_term		1	1	0	0	0	1	3.1	0	0	junction	0	0
jurisdictions	domain_term		1	1	0	0	0	1	3.6	0	0	jurisdiction	0	0
jurisprudence	domain_term		1	1	0	0	0	1	3.14	0	0		0	0
justo	local		1	1	1	0	0	0	2.22	0	0		0	0
kayaker	local		1	1	1	0	0	0	2.1	0	0		0	0
kayaking	inflection_miss		1	1	1	0	0	0	3.02	0	0	kayak	1	0
keeping	inflection_miss		1	1	1	0	0	0	4.84	0	0	keep	1	0
kenya	named_entity	candidate	1	1	0	0	0	1	4.13	1	1		0	0
kft	named_entity	candidate	1	1	0	0	0	1	1.79	1	1		0	0
kickstart	domain_term		1	1	0	0	0	1	2.78	0	0		0	0
kiddo	named_entity	candidate	1	1	1	0	0	0	3.22	1	0		0	0
kilograms	local		1	1	0	1	0	0	3.24	0	0	kilogram	0	0
kneeling	inflection_miss		1	1	1	0	0	0	3.32	0	0	kneel	1	0
kong	named_entity	candidate	1	1	0	0	0	1	4.49	1	1		0	0
korean	named_entity	candidate	1	1	0	0	0	1	4.49	0	1		0	0
krefeld	named_entity	candidate	1	1	0	0	0	1	1.85	1	1		0	0
kyryievskyi	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
l.	junk	structural	1	1	0	0	0	1	5.18	1	1		0	0
lagura	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
landed‑cost	junk	structural	1	1	0	0	1	0	4.2	1	0		0	0
landlady	local		1	1	0	1	0	0	2.9	0	0		0	0
lane	local		1	1	0	1	0	0	4.57	0	0		0	0
laos	named_entity	candidate	1	1	0	0	1	0	3.34	1	1		0	0
lastly	domain_term		1	1	0	0	0	1	3.69	0	0		0	0
latvijas	named_entity	candidate	1	1	0	0	0	1	1.18	1	1		0	0
laurinavičius	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
lawful	domain_term		1	1	0	0	0	1	3.62	0	0		0	0
lawsuit	domain_term		1	1	0	0	0	1	4.09	0	0		0	0
layouts	local		1	1	0	1	0	0	3.15	0	0	layout	0	0
leapt	local		1	1	1	0	0	0	3.05	0	0		0	0
leftovers	local		1	1	1	0	0	0	3.38	0	0	leftover	0	0
lengthy	domain_term		1	1	0	0	0	1	3.85	0	0		0	0
lesson-	junk	structural	1	1	1	0	0	0	4.47	0	0		0	0
leverage	domain_term		1	1	0	0	1	0	3.88	0	0		0	0
levying	inflection_miss		1	1	0	0	0	1	2.44	0	0	levy	1	0
likelihood	domain_term		1	1	0	0	0	1	3.91	0	0		0	0
lipped	local		1	1	1	0	0	0	2.78	0	0		0	0
lit	local		1	1	1	0	0	0	4.19	0	0		0	0
littler	local		1	1	1	0	0	0	2.41	0	0		0	0
litttle	junk	low_freq	1	1	1	0	0	0	1.39	0	0		0	0
loading	inflection_miss		1	1	0	0	0	1	4.1	0	0	load	1	0
localization	domain_term		1	1	0	0	0	1	3.27	0	0		0	0
localized	domain_term		1	1	0	0	0	1	3.4	0	0	localize	0	0
locally	domain_term		1	1	0	0	1	0	4.11	0	0		0	0
locked	inflection_miss		1	1	1	0	0	0	4.43	0	0	lock	1	0
locker	local		1	1	1	0	0	0	3.95	0	0		0	0
lodged	domain_term		1	1	0	0	0	1	3.49	0	0	lodge	0	0
loops	inflection_miss		1	1	1	0	0	0	3.65	1	0	loop	1	0
loosely	local		1	1	0	1	0	0	3.62	0	0		0	0
losers	domain_term		1	1	0	0	0	1	3.82	0	0	loser	0	0
loving	local		1	1	1	0	0	0	4.47	0	0		0	0
low‑tariff	junk	structural	1	1	0	0	1	0	3.48	0	0		0	0
lpp	named_entity	candidate	1	1	0	0	0	1	1.86	1	1		0	0
luce	named_entity	candidate	1	1	1	0	0	0	2.99	1	1		0	0
luckly	named_entity	candidate	1	1	1	0	0	0	1.42	1	0		0	0
lucys	named_entity	candidate	1	1	1	0	0	0	1.22	1	0		0	0
ma	named_entity	candidate	1	1	0	0	0	1	4.63	1	1		0	0
maddie	named_entity	candidate	1	1	1	0	0	0	3.25	1	0		0	0
magcally	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
magnifying	inflection_miss		1	1	1	0	0	0	3.0	0	0	magnify	1	0
magnus	named_entity	candidate	1	1	0	0	0	1	3.46	1	1		0	0
mainteaining	junk	low_freq	1	1	0	0	0	1	0.0	0	0	mainteaine	0	0
making	inflection_miss		1	1	1	0	0	0	5.54	0	0	make	1	0
malaysia	named_entity	candidate	1	1	0	0	1	0	4.28	1	1		0	0
manufacturers	domain_term		1	1	0	0	0	1	4.35	0	0	manufacturer	0	0
manufactures	domain_term		1	1	0	0	1	0	3.43	0	0	manufacture	0	0
maritime	named_entity	candidate	1	1	0	0	0	1	3.96	1	1		0	0
materialise	domain_term		1	1	0	0	0	1	2.49	0	0		0	0
materials/	junk	structural	1	1	0	0	0	1	4.78	0	0		0	0
mathematical	domain_term		1	1	0	0	0	1	4.04	0	0		0	0
matrix	domain_term		1	1	0	0	0	1	4.07	0	0		0	0
mauritius	named_entity	candidate	1	1	0	0	0	1	3.21	1	1		0	0
mayer	named_entity	candidate	1	1	0	0	0	1	3.59	1	1		0	0
meantime	domain_term		1	1	0	0	0	1	4.04	0	0		0	0
measured	domain_term		1	1	0	0	0	1	4.25	0	0		0	0
measuring	inflection_miss		1	1	1	0	0	0	4.07	0	0	measure	1	0
medicines	named_entity	candidate	1	1	0	0	0	1	3.77	1	1	medicine	1	0
mediterranean	named_entity	candidate	1	1	0	0	0	1	3.99	1	1		0	0
melting	inflection_miss		1	1	1	0	0	0	3.8	0	0	melt	1	0
members	named_entity	candidate	1	1	0	0	0	1	5.35	1	1	member	1	0
meowing	inflection_miss		1	1	1	0	0	0	2.54	0	0	meow	1	0
mercosur	named_entity	candidate	1	1	0	0	0	1	2.23	1	1		0	0
mesmerised	local		1	1	1	0	0	0	2.27	0	0	mesmerise	0	0
metrology	named_entity	candidate	1	1	0	0	0	1	2.5	1	1		0	0
mewing	inflection_miss		1	1	1	0	0	0	1.92	0	0	mew	1	0
meyer	named_entity	candidate	1	1	0	0	0	1	3.69	1	1		0	0
micro	domain_term		1	1	0	0	0	1	4.08	0	0		0	0
midfield	named_entity	candidate	1	1	0	1	0	0	3.62	1	0		0	0
milano	named_entity	candidate	1	1	0	0	0	1	3.17	1	1		0	0
milestones	domain_term		1	1	0	0	0	1	3.34	0	0	milestone	0	0
milton	named_entity	candidate	1	1	0	0	1	0	3.84	1	1		0	0
ministers	named_entity	candidate	1	1	0	0	0	1	4.34	1	1	minister	1	0
mira	named_entity	candidate	1	1	1	0	0	0	3.27	1	1		0	0
mitigate	domain_term		1	1	0	0	0	1	3.54	0	0		0	0
mitigation	domain_term		1	1	0	0	0	1	3.46	0	0		0	0
mmmm	named_entity	candidate	1	1	1	0	0	0	3.05	1	1		0	0
moaned	inflection_miss		1	1	1	0	0	0	2.8	0	0	moan	1	0
modalities	domain_term		1	1	0	0	0	1	2.9	0	0	modality	0	0
modality	domain_term		1	1	0	0	0	1	2.81	0	0		0	0
modelling	domain_term		1	1	0	0	0	1	3.7	0	0		0	0
modernisation	domain_term		1	1	0	0	0	1	2.97	0	0		0	0
modernise	domain_term		1	1	0	0	0	1	2.52	0	0		0	0
modernising	domain_term		1	1	0	0	0	1	2.38	0	0	modernise	0	0
moist	local		1	1	0	1	0	0	3.69	0	0		0	0
moldova	named_entity	candidate	1	1	0	0	0	1	3.17	1	1		0	0
momentum	local		1	1	0	1	0	0	4.07	0	0		0	0
mommmyyyy	named_entity	candidate	1	1	1	0	0	0	0.0	1	1		0	0
moring	named_entity	candidate	1	1	0	0	0	1	1.8	1	1		0	0
"mother,""can"	junk	structural	1	1	1	0	0	0	5.21	0	0		0	0
motorised	domain_term		1	1	0	0	1	0	2.53	0	0		0	0
moulded	domain_term		1	1	0	0	0	1	3.0	0	0	mould	0	0
moved	local		1	1	1	0	0	0	5.01	0	0		0	0
mowers	local		1	1	1	0	0	0	2.6	0	0	mower	0	0
multi	local		1	1	1	0	0	0	4.54	0	0		0	0
multilateral	domain_term		1	1	0	0	0	1	3.1	0	0		0	0
multinational	domain_term		1	1	0	0	0	1	3.56	0	0		0	0
munching	inflection_miss		1	1	1	0	0	0	2.88	0	0	munch	1	0
municipiului	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
muy	named_entity	candidate	1	1	1	0	0	0	2.46	1	1		0	0
mygts	named_entity	candidate	1	1	0	0	1	0	0.0	0	1		0	0
nafta	named_entity	candidate	1	1	0	0	1	0	3.14	1	1		0	0
narciso	named_entity	candidate	1	1	0	0	0	1	2.1	1	1		0	0
narrowly	domain_term		1	1	0	0	0	1	3.65	0	0		0	0
nationality	domain_term		1	1	0	0	0	1	3.72	0	0		0	0
naujokė	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
națională	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
necessity	domain_term		1	1	0	0	0	1	3.91	0	0		0	0
needel	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
negotiated	domain_term		1	1	0	0	0	1	3.78	0	0	negotiate	0	0
negotiating	domain_term		1	1	0	0	0	1	3.78	0	0	negotiate	0	0
nemzeti	named_entity	candidate	1	1	0	0	0	1	1.06	1	1		0	0
nettes`globaltrade	junk	structural	1	1	0	0	0	1	0.0	1	0		0	0
niche	local		1	1	0	1	0	0	3.85	0	0		0	0
nodding	local		1	1	1	0	0	0	3.19	0	0		0	0
nomenclatures	junk	low_freq	1	1	0	0	0	1	1.42	0	0	nomenclature	0	0
nonfinancial	domain_term		1	1	0	0	0	1	1.74	0	0		0	0
nonfiscal	junk	low_freq	1	1	0	0	0	1	0.0	0	0		0	0
nooooo	named_entity	candidate	1	1	1	0	0	0	2.63	1	1		0	0
nope	named_entity	candidate	1	1	1	0	0	0	4.26	1	1		0	0
notable	domain_term		1	1	0	0	0	1	4.07	0	0		0	0
noteworthy	domain_term		1	1	0	0	0	1	3.49	0	0		0	0
noticing	local		1	1	1	0	0	0	3.64	0	0		0	0
novelty	domain_term		1	1	0	0	0	1	3.66	0	0		0	0
nsbs	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
numbering	inflection_miss		1	1	0	0	0	1	3.27	0	0	number	1	0
nyugat	named_entity	candidate	1	1	0	0	0	1	1.07	1	1		0	0
o'clock	junk	structural	1	1	1	0	0	0	4.04	0	0		0	0
obligatory	domain_term		1	1	0	0	0	1	3.39	0	0		0	0
odesa	named_entity	candidate	1	1	0	0	0	1	1.58	1	1		0	0
odessa	named_entity	candidate	1	1	0	0	0	1	3.2	1	1		0	0
oink	local		1	1	1	0	0	0	2.3	0	0		0	0
oleg	named_entity	candidate	1	1	0	0	0	1	3.14	1	1		0	0
ooh	named_entity	candidate	1	1	1	0	0	0	3.76	1	1		0	0
operating	domain_term		1	1	0	0	0	1	4.75	0	0		0	0
operațiuni	junk	structural	1	1	0	0	0	1	0.0	1	0		0	0
opted	domain_term		1	1	0	0	0	1	3.75	0	0	opt	0	0
organisational	domain_term		1	1	0	0	0	1	3.2	0	0		0	0
organisations	domain_term		1	1	0	0	0	1	4.16	0	0	organisation	0	0
osenbrüggen	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
outgoing	domain_term		1	1	0	0	0	1	3.59	0	0		0	0
outlaws	domain_term		1	1	0	0	0	1	3.16	0	0	outlaw	0	0
outsite	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
outstretched	local		1	1	1	0	0	0	2.91	0	0	outstretche	0	0
outward	named_entity	candidate	1	1	0	0	0	1	3.52	1	1		0	0
outweigh	domain_term		1	1	0	0	0	1	3.27	0	0		0	0
overarching	domain_term		1	1	0	0	0	1	3.15	0	0		0	0
overheard	local		1	1	1	0	0	0	3.4	0	0		0	0
overmix	junk	low_freq	1	1	0	1	0	0	1.09	0	0		0	0
overstated	domain_term		1	1	0	0	0	1	2.93	0	0	overstate	0	0
overwhelmed	inflection_miss		1	1	1	0	0	0	3.88	0	0	overwhelm	1	0
pacific	named_entity	candidate	1	1	0	0	0	1	4.59	1	1		0	0
panicked	local		1	1	1	0	0	0	3.4	0	0		0	0
paperless	domain_term		1	1	0	0	0	1	2.43	0	0		0	0
paradigmes	named_entity	candidate	1	1	0	0	0	1	0.0	1	1	paradigm	1	0
paraguay	named_entity	candidate	1	1	0	0	0	1	3.23	1	1		0	0
parchment	local		1	1	0	1	0	0	3.23	0	0		0	0
partial	domain_term		1	1	0	0	0	1	4.17	0	0		0	0
partially	domain_term		1	1	0	0	0	1	4.19	0	0		0	0
particularities	domain_term		1	1	0	0	0	1	2.12	0	0	particularity	0	0
passports	named_entity	candidate	1	1	0	0	0	1	3.52	1	1	passport	1	0
pave	domain_term		1	1	0	0	0	1	3.21	0	0		0	0
pavement	local		1	1	0	1	0	0	3.61	0	0		0	0
