sublist	family_head	action	eo_root	eo_word	eo_gloss	flag	head_pos	head_in_lexicon	n_forms	n_new	n_present	forms_new	forms_present	component_roots	alt_candidates	proposed_tier	cefr	decision	notes
8	appreciate	LINK	ŝat	ŝati	to appreciate, like, prize, value, esteem, think highly of, relish	ok	VERB	2	8	6	2	appreciable:ADJ;appreciably:ADV;appreciated:VERB;appreciates:NOUN;appreciating:VERB;unappreciated:ADJ	appreciate(2);appreciation(2)		apreci, aprezi, konscii, plivalorigi, plivaloriĝi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	arbitrary	LINK	a	ajn	any kind of, whatsoever, arbitrary	ok	ADJ	no	3	3	0	arbitrary:ADJ;arbitrarily:ADV;arbitrariness:NOUN			ajna, arbitra	3	C1		
8	automate	LINK	aŭtomat	aŭtomato	acceptor, automate, automaton	ok	ADJ	no	7	5	2	automate:ADJ;automated:VERB;automates:NOUN;automating:VERB;automation:NOUN	automatic(2);automatically(2)		aŭtomacii, aŭtomatigi, aŭtomatizi	3	C1		multiple EO senses — verify anchor
8	bias	NEW	bias	biaso	bias	ok	NOUN	no	5	5	0	bias:NOUN;biased:VERB;biases:NOUN;biasing:VERB;unbiased:ADJ			antaŭjuĝemo, ekarto, favoremo, tendenco	3	C1		multiple EO senses — verify anchor
8	chart	LINK	abak	abako	abacus, ball frame, counting frame, calculating frame, chart	ok	NOUN	1/2	5	4	1	charted:VERB;charting:VERB;charts:NOUN;uncharted:ADJ	chart(1/2)		diagramo, skemo	3	C1		head already in lexicon (tier 1/2)
8	clarify	NEW	klarig	klarigi	to account for, clarify, explain, elucidate, make clear	ok	VERB	no	6	4	2	clarify:VERB;clarifies:NOUN;clarifying:VERB;clarity:NOUN	clarification(3);clarified(3)			3	C1		
8	commodity	LINK	var	varo	commodity, ware, good(s), merchandise	ok	NOUN	no	2	2	0	commodity:NOUN;commodities:NOUN			artiklo, komercaĵo, krudaĵo	3	C1		multiple EO senses — verify anchor
8	complement	NEW	komplement	komplementi	to complement	ok	NOUN	no	5	5	0	complement:NOUN;complementary:NOUN;complemented:VERB;complementing:VERB;complements:NOUN			komplemento, plennombro	3	C1		
8	conform	NEW	konform	konformi	to be in line with, conform, fit (in)	ok	VERB	no	17	16	1	conform:VERB;conformability:NOUN;conformable:ADJ;conformance:NOUN;conformation:NOUN;conformed:VERB;conforming:VERB;conformist:NOUN;conformists:NOUN;conforms:VERB;non-conformist:NOUN;non-conformists:NOUN;non-conformity:NOUN;nonconformist:NOUN;nonconformists:NOUN;nonconformity:NOUN	conformity(3)		konformigi, konformiĝi	3	C1		
8	contemporary	LINK	aktual	aktuala	contemporary, current, present(-day) topical, up-to-date, live	ok	NOUN	2	2	1	1	contemporaries:NOUN	contemporary(2)		samaĝulo, sammomenta, samtempa, samtempano, samtempulo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	contradict	NEW	kontraŭdir	kontraŭdiri	to contradict, gainsay	compound	VERB	no	7	7	0	contradict:VERB;contradicted:VERB;contradicting:VERB;contradiction:NOUN;contradictions:NOUN;contradictory:ADJ;contradicts:NOUN		kontraŭ+dir		3	C1		
8	crucial	LINK	kern	kerna	central, crucial, key	ok	ADJ	2	2	1	1	crucially:ADV	crucial(2)		kruca, nemankipova	3	C1		head already in lexicon (tier 2)
8	currency	LINK	valut	valuta	currency	ok	NOUN	2	2	1	1	currencies:NOUN	currency(2)		valuto	3	C1		head already in lexicon (tier 2)
8	denote	NEW	montr	montri	to indicate, point out, show, denote, expose, view	ok	NOUN	no	6	6	0	denote:NOUN;denotation:NOUN;denotations:NOUN;denoted:VERB;denotes:NOUN;denoting:VERB				3	C1		
8	detect	LINK	detekt	detekti	to detect	ok	VERB	2	10	8	2	detectable:ADJ;detected:VERB;detecting:VERB;detection:NOUN;detectives:NOUN;detector:NOUN;detectors:NOUN;detects:NOUN	detect(2);detective(2)		eltrovi	3	C1		head already in lexicon (tier 2)
8	deviate	NEW	devi	devii	to deviate, turn	ok	NOUN	no	6	6	0	deviate:NOUN;deviated:VERB;deviates:NOUN;deviating:VERB;deviation:NOUN;deviations:NOUN			aberacii, dekliniĝi, malrektiĝi	3	C1		multiple EO senses — verify anchor
8	displace	NEW	delok	deloki	to displace	ok	VERB	no	5	5	0	displace:VERB;displaced:VERB;displacement:NOUN;displaces:NOUN;displacing:VERB			transloki	3	C1		
8	drama	LINK	dram	dramo	drama, thriller	ok	NOUN	2	18	16	2	dramas:NOUN;dramatically:ADV;dramatisation:NOUN;dramatisations:NOUN;dramatise:VERB;dramatised:VERB;dramatises:NOUN;dramatising:VERB;dramatist:NOUN;dramatists:NOUN;dramatization:NOUN;dramatizations:NOUN;dramatize:VERB;dramatized:VERB;dramatizes:NOUN;dramatizing:VERB	drama(2);dramatic(2)			3	C1		head already in lexicon (tier 2)
8	eventual	NEW	eventual	eventuala	contingent, eventual	ok	ADJ	no	3	2	1	eventual:ADJ;eventuality:NOUN	eventually(2)			3	C1		
8	exhibit	LINK	ekzib	ekzibi	to exhibit	ok	NOUN	2	6	4	2	exhibited:VERB;exhibiting:VERB;exhibitions:NOUN;exhibits:NOUN	exhibit(2);exhibition(2)		ekshibicii, eksponi, ekspozi, ekspoziciaĵo, ekspozicii	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	exploit	NEW	misuz	misuzi	to abuse, misuse, exploit	ok	VERB	no	5	5	0	exploit:VERB;exploitation:NOUN;exploited:VERB;exploiting:VERB;exploits:NOUN			ekspluati, ekspluatilo, heroaĵo, misuzo, troprofiti	3	C1		multiple EO senses — verify anchor
8	fluctuate	NEW	fluktu	fluktui	to fluctuate	ok	NOUN	no	6	6	0	fluctuate:NOUN;fluctuated:VERB;fluctuates:VERB;fluctuating:VERB;fluctuation:NOUN;fluctuations:NOUN			variadi	3	C1		
8	guideline	LINK	gvidlini	gvidlinio	guideline	compound	NOUN	3	2	1	1	guidelines:NOUN	guideline(3)	gvid+lini	gvidnormo	3	C1		head already in lexicon (tier 3)
8	highlight	LINK	mark	marki	to mark, tag, highlight	ok	NOUN	2	4	3	1	highlighted:VERB;highlighting:VERB;highlights:NOUN	highlight(2)		emfazi, reliefigi	3	C1		head already in lexicon (tier 2)
8	implicit	LINK	implic	implica	implicit, implicative	ok	NOUN	no	2	2	0	implicit:NOUN;implicitly:ADV				3	C1		
8	induce	LINK	tent	tenti	to entice, induce, tempt	ok	VERB	no	5	5	0	induce:VERB;induced:VERB;induces:VERB;inducing:VERB;induction:NOUN			decidigi, induki, indukti, inklinigi, konkludi	3	C1		multiple EO senses — verify anchor
8	inevitable	LINK	fatal	fatala	fated, fateful, ill-fated, inevitable, ruinous	ok	ADJ	2	3	1	2	inevitability:NOUN	inevitable(2);inevitably(2)		neevitebla	3	C1		head already in lexicon (tier 2)
8	infrastructure	NEW	infrstruktur	infrstrukturo	infrastructure	ok	NOUN	no	2	2	0	infrastructure:NOUN;infrastructures:NOUN			infrastrukturo	3	C1		
8	inspect	NEW	reviz	revizi	to audit, inspect, overhaul, revise	ok	VERB	no	8	7	1	inspect:VERB;inspected:VERB;inspecting:VERB;inspections:NOUN;inspector:NOUN;inspectors:NOUN;inspects:NOUN	inspection(2)		ekzameni, inspekti	3	C1		
8	intense	LINK	eg	ega	considerable, major, great, enormous, intense, extreme	ok	ADJ	2	12	10	2	intenseness:NOUN;intensification:NOUN;intensified:VERB;intensifies:NOUN;intensify:VERB;intensifying:VERB;intension:NOUN;intensity:NOUN;intensive:ADJ;intensively:ADV	intense(2);intensely(2)		intensa	3	C1		head already in lexicon (tier 2)
8	manipulate	NEW	manuz	manuzi	to handle, manipulate, use	ok	NOUN	no	7	6	1	manipulate:NOUN;manipulated:VERB;manipulates:NOUN;manipulating:VERB;manipulations:NOUN;manipulative:ADJ	manipulation(3)		manipuli	3	C1		
8	minimise	NEW	plejetig	plejetigi	to minimize	ok	VERB	no	8	8	0	minimise:VERB;minimised:VERB;minimises:NOUN;minimising:VERB;minimize:VERB;minimized:VERB;minimizes:NOUN;minimizing:VERB			minimumigi	3	C1		anchored via US spelling (minimise→minimize)
8	nuclear	LINK	nukle	nuklea	nuclear	ok	ADJ	2	1	0	1		nuclear(2)			3	C1		head already in lexicon (tier 2); single-form family (head only)
8	offset	NEW	deiĝ	deiĝo	offset	ok	VERB	no	3	3	0	offset:VERB;offsets:NOUN;offsetting:VERB			deŝovo, distanco, kompensi, kontraŭpezi	3	C1		multiple EO senses — verify anchor
8	paragraph	LINK	aline	alineo	paragraph (text), indentation	ok	NOUN	1	3	2	1	paragraphing:NOUN;paragraphs:NOUN	paragraph(1)		paragrafo	3	C1		head already in lexicon (tier 1)
8	plus	LINK	pl	plus	plus	ok	CCONJ	2	2	1	1	pluses:NOUN	plus(2)		plusa	3	C1		head already in lexicon (tier 2)
8	practitioner	NEW	praktikant	praktikanto	practitioner	ok	NOUN	no	2	2	0	practitioner:NOUN;practitioners:NOUN				3	C1		
8	predominant	LINK	precip	precipa	chief, main, predominant, principal	ok	ADJ	no	7	7	0	predominant:ADJ;predominance:NOUN;predominantly:ADV;predominate:VERB;predominated:VERB;predominates:VERB;predominating:VERB				3	C1		
8	prospect	LINK	ŝanc	ŝanco	chance, luck, prospect	ok	NOUN	2	3	2	1	prospective:ADJ;prospects:NOUN	prospect(2)		esplori, perspektivo, prospektori, vidaĵo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	radical	LINK	radik	radiko	root, radical	ok	ADJ	no	3	3	0	radical:ADJ;radically:ADV;radicals:NOUN			radikala, radikalo, radikalulo	3	C1		multiple EO senses — verify anchor
8	random	NEW	lotec	loteca	random	ok	ADJ	no	3	3	0	random:ADJ;randomly:ADV;randomness:NOUN			aleatora, hazarda, rektatinga, senorda	3	C1		multiple EO senses — verify anchor
8	reinforce	LINK	arm	armi	to arm (weapons), reinforce (concrete)	ok	VERB	no	6	6	0	reinforce:VERB;reinforced:VERB;reinforcement:NOUN;reinforcements:NOUN;reinforces:NOUN;reinforcing:VERB			garni, plifirmigi, plifortigi	3	C1		multiple EO senses — verify anchor
8	restore	LINK	redon	redoni	to compensate, give back, return, render, restore, pay back, refund, repay, retaliate, return, reflect, reproduce	ok	VERB	2	5	4	1	restoration:NOUN;restored:VERB;restores:NOUN;restoring:VERB	restore(2)		refari, restarigi, restaŭra, restaŭri, restaŭro	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	revise	LINK	reviz	revizi	to audit, inspect, overhaul, revise	ok	VERB	2	6	5	1	revised:VERB;revises:NOUN;revising:VERB;revision:NOUN;revisions:NOUN	revise(2)		improveekzameni, korekti, revizii	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	schedule	LINK	plan	plani	to organize, plan, schedule	ok	NOUN	2	9	8	1	reschedule:NOUN;rescheduled:VERB;reschedules:VERB;rescheduling:VERB;scheduled:VERB;schedules:NOUN;scheduling:NOUN;unscheduled:VERB	schedule(2)		enhorarigi, horaro, horplano, katalogo, tempoplano	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	tense	LINK	temp	tempo	time, beat, tense	ok	ADJ	2	6	5	1	tensely:ADV;tenser:NOUN;tensest:ADJ;tension:NOUN;tensions:NOUN	tense(2)		streĉi, tenso	3	C1		head already in lexicon (tier 2)
8	terminate	LINK	fin	fini	to end, finish, terminate, close, conclude	ok	NOUN	no	8	8	0	terminate:NOUN;terminal:NOUN;terminals:NOUN;terminated:VERB;terminates:VERB;terminating:VERB;termination:NOUN;terminations:NOUN			finiĝo, fortempiĝi	3	C1		
8	theme	LINK	tem	temo	theme, subject, topic	ok	NOUN	2	4	3	1	thematic:ADJ;thematically:ADV;themes:NOUN	theme(2)		etoso, haŭto, refreno, teksbazo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	thereby				thereby	no_match	ADV	no	1	1	0	thereby:ADV			per tio	3	C1		single-form family (head only)
8	uniform	LINK	liver	livero	delivery, uniform	ok	NOUN	2	3	2	1	uniformity:NOUN;uniformly:ADV	uniform(2)		unuforma	3	C1		head already in lexicon (tier 2)
8	vehicle	LINK	vehikl	vehiklo	carrier, vector, vehicle	ok	NOUN	2	2	1	1	vehicles:NOUN	vehicle(2)		verturilo, veturilo	3	C1		head already in lexicon (tier 2)
8	via	LINK				no_match	ADP	2	1	0	1		via(2)			3	C1		head already in lexicon (tier 2); single-form family (head only)
8	virtual	LINK	preskaŭ	preskaŭa	near, virtual	ok	ADJ	2	2	1	1	virtually:ADV	virtual(2)		virtuala	3	C1		head already in lexicon (tier 2)
8	visual	LINK	vid	vida	visual	ok	NOUN	2	10	9	1	visualisation:NOUN;visualise:VERB;visualised:VERB;visualising:VERB;visualization:NOUN;visualize:VERB;visualized:VERB;visualizing:VERB;visually:ADV	visual(2)			3	C1		head already in lexicon (tier 2)
8	widespread	LINK	vast	vasta	extensive, spacious, vast, wide, immense, roomy, widespread	ok	ADJ	no	1	1	0	widespread:ADJ			disvastiĝinta, ĝenerala	3	C1		single-form family (head only)
9	accommodate	LINK	ced	cedi	to cede, give in, yield, comply, concede, grant, accommodate	ok	VERB	no	5	5	0	accommodate:VERB;accommodated:VERB;accommodates:VERB;accommodating:VERB;accommodation:NOUN			adapti, akomodi, akomodiĝi, alfari, enloĝigi	3	C1		multiple EO senses — verify anchor
9	analogy	NEW	analogi	analogio	analogy	ok	NOUN	no	3	3	0	analogy:NOUN;analogies:VERB;analogous:ADJ			analogeco	3	C1		
9	anticipate	LINK	anticip	anticipi	to anticipate, expect, think ahead	ok	VERB	no	6	5	1	anticipate:VERB;anticipated:VERB;anticipates:VERB;anticipating:VERB;unanticipated:VERB	anticipation(2)		antaŭopinii, antaŭvidi, atendadi, prikalkuli	3	C1		multiple EO senses — verify anchor
9	assure	LINK	asekur	asekuri	to assure, insure, underwrite	ok	NOUN	2	7	6	1	assurance:NOUN;assurances:NOUN;assured:VERB;assuredly:ADV;assures:NOUN;assuring:VERB	assure(2)		certigi	3	C1		head already in lexicon (tier 2)
9	attain	LINK	akir	akiri	to achieve, acquire, attain, get, obtain	ok	NOUN	no	8	8	0	attain:NOUN;attainable:ADJ;attained:VERB;attaining:VERB;attainment:NOUN;attainments:NOUN;attains:NOUN;unattainable:ADJ			atingi, trafi	3	C1		
9	behalf	LINK	part	parto	part, share, portion, section, quota, behalf	ok	NOUN	3	1	0	1		behalf(3)			3	C1		head already in lexicon (tier 3); single-form family (head only)
9	bulk	LINK	amas	amasa	heavy, mass, massive, bulk	ok	NOUN	no	2	2	0	bulk:NOUN;bulky:ADJ			amplekso, dikeco, korpaĉo, korpego	3	C1		multiple EO senses — verify anchor
9	cease	LINK	ĉes	ĉesi	to cease, stop, leave off, desist, quit, end	ok	NOUN	no	5	5	0	cease:NOUN;ceased:VERB;ceaseless:ADJ;ceases:VERB;ceasing:VERB				3	C1		
9	coherent	NEW	koher	kohera	coherent, connected, consistent, stuck together	ok	ADJ	no	5	5	0	coherent:ADJ;coherence:NOUN;coherently:ADV;incoherent:ADJ;incoherently:ADV				3	C1		
9	coincide	LINK	kongru	kongrui	to agree, be compatible, coincide, fit together, match, correspond (to)	ok	NOUN	no	8	8	0	coincide:NOUN;coincided:VERB;coincidence:NOUN;coincidences:NOUN;coincident:NOUN;coincidental:ADJ;coincides:VERB;coinciding:VERB			koincidi	3	C1		
9	commence	NEW	ekig	ekigi	to begin, commence, start	ok	NOUN	no	8	8	0	commence:NOUN;commenced:VERB;commencement:NOUN;commences:NOUN;commencing:VERB;recommenced:VERB;recommences:NOUN;recommencing:VERB			ekestiĝi, komenci, komenciĝi	3	C1		multiple EO senses — verify anchor
9	compatible	LINK	akord	akorda	compatible, consistent	ok	ADJ	no	4	4	0	compatible:ADJ;compatibility:NOUN;incompatibility:NOUN;incompatible:ADJ			kongrua	3	C1		
9	concurrent	NEW	kunkur	kunkura	concurrent	ok	ADJ	no	2	2	0	concurrent:ADJ;concurrently:ADV			kunrula	3	C1		
9	confine	NEW	limig	limigi	to abridge, confine, limit, restrict, circumscribe, delimit	ok	NOUN	no	5	5	0	confine:NOUN;confined:VERB;confines:NOUN;confining:VERB;unconfined:VERB			enfermi, enkaĝigi, internigi, lokalizi, restrikti	3	C1		multiple EO senses — verify anchor
9	controversy	NEW	polemik	polemiko	controversy, polemic, dispute	ok	NOUN	no	5	5	0	controversy:NOUN;controversial:ADJ;controversially:ADV;controversies:NOUN;uncontroversial:ADJ			disputado, kontestado	3	C1		
9	converse	LINK	mal	mala	contrary, opposite, converse	ok	NOUN	no	2	2	0	converse:NOUN;conversely:ADV			interparoladi, interparoli, konversacii, konversi	3	C1		multiple EO senses — verify anchor
9	device	LINK	deviz	devizo	device, motto, watchword, slogan, rallying cry; draft on foreign bank	ok	NOUN	2	2	1	1	devices:NOUN	device(2)		aparato, aranĝaĵo, disponaĵo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
9	devote	NEW	iĉ	iĉi	to devote	ok	VERB	no	7	7	0	devote:VERB;devoted:VERB;devotedly:ADV;devotes:NOUN;devoting:VERB;devotion:NOUN;devotions:NOUN			dediĉi, konsekri	3	C1		
9	diminish	NEW	diminu	diminui	to diminish	ok	VERB	no	6	6	0	diminish:VERB;diminished:VERB;diminishes:VERB;diminishing:VERB;diminution:NOUN;undiminished:VERB			malkreski, malpliiĝi, plietiĝi, plimalgrandiĝi	3	C1		multiple EO senses — verify anchor
9	distort	NEW	misig	misigi	to distort	ok	NOUN	no	6	6	0	distort:NOUN;distorted:VERB;distorting:VERB;distortion:NOUN;distortions:NOUN;distorts:VERB			deformi, distordi, fuŝformi, tordigi	3	C1		multiple EO senses — verify anchor
9	duration	LINK	daŭr	daŭro	duration, space (time), lapse (of time)	ok	NOUN	no	1	1	0	duration:NOUN			tempodaŭro	3	C1		single-form family (head only)
9	erode	NEW	erozi	erozii	to erode	ok	VERB	no	5	5	0	erode:VERB;eroded:VERB;erodes:NOUN;eroding:VERB;erosion:NOUN				3	C1		
9	ethic	LINK	etik	etiko	ethic, ethics, morals	ok	ADJ	no	5	4	1	ethic:ADJ;ethically:ADV;ethics:NOUN;unethical:ADJ	ethical(2)			3	C1		
9	format	LINK	aranĝ	aranĝo	accommodation, adjustment, arrangement, layout, format	ok	NOUN	no	4	4	0	format:NOUN;formats:NOUN;formatted:VERB;formatting:VERB			dosierformo, formati, formato, strukturi, strukturo	3	C1		multiple EO senses — verify anchor
9	found	LINK	fond	fondi	to erect, establish, form, found, institute	ok	VERB	2	6	5	1	founded:VERB;founder:NOUN;founders:NOUN;founding:VERB;unfounded:ADJ	found(2)		fundamenti, renkonita, surbazigi, trovita	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
9	inherent	NEW	imanent	imanenta	immanent, indwelling, inherent (in), intrinsic	ok	ADJ	no	2	2	0	inherent:ADJ;inherently:ADV				3	C1		
9	insight	LINK	elsciad	elsciado	insight	ok	NOUN	2	3	2	1	insightful:ADJ;insights:NOUN	insight(2)		ekkompreno	3	C1		head already in lexicon (tier 2)
9	integral	LINK	plen	plena	complete, full, integral, plenary, thorough, whole	ok	ADJ	no	1	1	0	integral:ADJ			entjera, havenda, integra, integraĵo, integrala	3	C1		multiple EO senses — verify anchor; single-form family (head only)
9	intermediate	LINK	inter	intera	intermediate	ok	ADJ	no	1	1	0	intermediate:ADJ			intermeza, mezdaŭra, meznivela	3	C1		multiple EO senses — verify anchor; single-form family (head only)
9	manual	LINK	man	mana	manual	ok	NOUN	no	3	3	0	manual:NOUN;manually:ADV;manuals:NOUN			gvidilo, lernolibro, manlibro	3	C1		multiple EO senses — verify anchor
9	mature	LINK	matur	matura	mature, ripe, full-grown, mature	ok	NOUN	no	9	9	0	mature:NOUN;immature:NOUN;immaturity:NOUN;maturation:NOUN;maturational:NOUN;matured:VERB;matures:NOUN;maturing:VERB;maturity:NOUN			maturigi, maturigiiĝi, maturiĝi	3	C1		multiple EO senses — verify anchor
9	mediate	LINK	per	peri	to act as agent, act as go-between, mediate	ok	NOUN	no	5	5	0	mediate:NOUN;mediated:VERB;mediates:NOUN;mediating:VERB;mediation:NOUN			interpacigi, mediacii, propeti	3	C1		multiple EO senses — verify anchor
9	medium	LINK	mez	meza	average, mean, middle, medium, central	ok	ADJ	2	1	0	1		medium(2)		medio, mediumo, meznivela, perilo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor; single-form family (head only)
9	military	LINK	arme	armea	military	ok	NOUN	2	1	0	1		military(2)		milita, militista, soldatoj	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor; single-form family (head only)
9	minimal	NEW	plejet	plejeta	minimal	ok	ADJ	no	15	15	0	minimal:ADJ;minimalisation:NOUN;minimalise:VERB;minimalised:VERB;minimalises:NOUN;minimalising:VERB;minimalist:NOUN;minimalistic:NOUN;minimalists:NOUN;minimalization:NOUN;minimalize:VERB;minimalized:VERB;minimalizes:VERB;minimalizing:VERB;minimally:ADV			minimuma	3	C1		
9	mutual	LINK	mutual	mutuala	friendly, mutual	ok	ADJ	3	2	1	1	mutually:ADV	mutual(3)		reciproka	3	C1		head already in lexicon (tier 3)
9	norm	LINK	norm	normi	to standardize, norm	ok	NOUN	no	2	2	0	norm:NOUN;norms:NOUN			normo, unitigi	3	C1		
9	overlap	NEW	surmetec	surmeteco	overlap	ok	VERB	no	4	4	0	overlap:VERB;overlapped:VERB;overlapping:VERB;overlaps:VERB				3	C1		
9	passive	LINK	flegm	flegma	impassive, passive, stolid, indifferent, calm	ok	ADJ	no	3	3	0	passive:ADJ;passively:ADV;passivity:NOUN			malaktiva, neagema, pasiva	3	C1		multiple EO senses — verify anchor
9	portion	LINK	on	ono	portion, fraction, fragment, share, digit	ok	NOUN	2	2	1	1	portions:NOUN	portion(2)		doto, dozo, parto, porcio	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
9	preliminary	LINK	prepar	prepara	preliminary, preparatory, prior	ok	ADJ	no	2	2	0	preliminary:ADJ;preliminaries:NOUN			antaŭafero, antaŭpreparo	3	C1		
9	protocol	LINK	etiket	etiketo	code of conduct, etiquette, protocol, rules of behavior; label, tag	ok	NOUN	3	2	1	1	protocols:NOUN	protocol(3)		protokola, protokolo	3	C1		head already in lexicon (tier 3)
9	qualitative					no_match	VERB	no	2	2	0	qualitative:VERB;qualitatively:ADV				3	C1		
9	refine	NEW	rafin	rafini	to refine	ok	VERB	no	6	6	0	refine:VERB;refined:VERB;refinement:NOUN;refinements:NOUN;refines:NOUN;refining:VERB			afinacii, fajnigi	3	C1		
9	relax	LINK	amuz	amuzi	to amuse, divert, entertain, unbend, relax	ok	VERB	1	5	2	3	relaxation:NOUN;relaxes:VERB	relax(1);relaxed(2);relaxing(2)		distri, malakceli, malpliigi, malrigidiĝi, malstreĉiĝi	3	C1		head already in lexicon (tier 1); multiple EO senses — verify anchor
9	restrain	LINK	reg	regi	to control, govern, restrain, rule, reign	ok	NOUN	no	7	7	0	restrain:NOUN;restrained:VERB;restraining:VERB;restrains:VERB;restraint:NOUN;restraints:NOUN;unrestrained:ADJ			bridi, deteni, enkatenigi, estri, haltigi	3	C1		multiple EO senses — verify anchor
9	revolution	LINK	rivolu	rivoluo	revolution	ok	NOUN	2	14	13	1	revolutionaries:NOUN;revolutionary:NOUN;revolutionise:VERB;revolutionised:VERB;revolutionises:NOUN;revolutionising:VERB;revolutionist:NOUN;revolutionists:NOUN;revolutionize:VERB;revolutionized:VERB;revolutionizes:NOUN;revolutionizing:VERB;revolutions:NOUN	revolution(2)		revolucio	3	C1		head already in lexicon (tier 2)
9	rigid	LINK	rigid	rigida	inflexible, rigid, stiff	ok	ADJ	no	4	4	0	rigid:ADJ;rigidities:NOUN;rigidity:NOUN;rigidly:ADV			severa	3	C1		
9	route	LINK	voj	vojo	course, passage, path, pathway, road, route, way	ok	NOUN	2	4	3	1	routed:VERB;routes:NOUN;routing:VERB	route(2)		enkursigi, itinero, kurso, vojplano	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
9	scenario	LINK	scenar	scenaro	scenario, screenplay, script	ok	NOUN	3	2	1	1	scenarios:NOUN	scenario(3)			3	C1		head already in lexicon (tier 3)
9	sphere	LINK	glob	globo	ball, ball bearing, globe, billiard ball, sphere	ok	ADV	2	4	3	1	spheres:NOUN;spherical:ADJ;spherically:ADV	sphere(2)		sfero	3	C1		head already in lexicon (tier 2)
9	subordinate	LINK	sub	suba	lower, bottom, under, subordinate	ok	ADJ	no	3	3	0	subordinate:ADJ;subordinates:NOUN;subordination:NOUN			malpreferi, subalterna, subordigi, subulo	3	C1		multiple EO senses — verify anchor
9	supplement	LINK	aldon	aldoni	to add (to), append, supplement	ok	NOUN	no	5	5	0	supplement:NOUN;supplementary:ADJ;supplemented:VERB;supplementing:VERB;supplements:NOUN			aldono, kompletigo, suplementi, suplemento	3	C1		multiple EO senses — verify anchor
9	suspend	LINK	haltet	halteti	to sleep, suspend	ok	VERB	2	5	4	1	suspended:VERB;suspending:VERB;suspends:NOUN;suspension:NOUN	suspend(2)		elpendigi, paŭzigi, pendigi, prokrasti, suspendi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
9	team	LINK	skip	skipo	shift, team	ok	NOUN	1	4	3	1	teamed:VERB;teaming:VERB;teams:NOUN	team(1)		jungitaro, kunbatalantaro, taĉmento, teamo	3	C1		head already in lexicon (tier 1); multiple EO senses — verify anchor
9	temporary	LINK	dum	duma	momentary, temporary, short-lived, transient	ok	ADJ	2	2	1	1	temporarily:ADV	temporary(2)		dummomenta, dumtempa, intertempa, iutempa, kelkatempa	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
9	trigger	LINK	ĉan	ĉano	hammer (of a gun), trigger	ok	NOUN	2	4	3	1	triggered:VERB;triggering:VERB;triggers:NOUN	trigger(2)		baskulo, ekagigi, ekagilo, ekkaŭzi, ekruli	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
9	unify	NEW	unuig	unuigi	to join, unite, unify	ok	VERB	no	5	5	0	unify:VERB;unification:NOUN;unified:VERB;unifies:NOUN;unifying:VERB				3	C1		
9	violate	NEW	atenc	atenci	to assault, violate, attempt (to kill someone)	ok	NOUN	no	6	6	0	violate:NOUN;violated:VERB;violates:VERB;violating:VERB;violation:NOUN;violations:NOUN			malobservi, malrespekti, perforti	3	C1		multiple EO senses — verify anchor
9	vision	LINK	vid	vido	sight, view, vision	ok	NOUN	2	2	1	1	visions:NOUN	vision(2)		aperaĵo, konceptado, vidado, vidpovo, vizio	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
10	adjacent	LINK	apud	apuda	adjacent, adjoining, contiguous, next to, neighboring	ok	ADJ	no	1	1	0	adjacent:ADJ			borda, limtuŝanta, najbara, samlatera, tuŝanta	3	C1		multiple EO senses — verify anchor; single-form family (head only)
10	albeit	LINK	kvankam	kvankam	albeit, though, although, while	ok	SCONJ	no	1	1	0	albeit:SCONJ				3	C1		single-form family (head only)
10	assemble	LINK	munt	munti	to assemble, link, mount, set, build	ok	VERB	2	6	5	1	assembled:VERB;assembles:NOUN;assemblies:NOUN;assembling:VERB;assembly:NOUN	assemble(2)		asembli, kolekti, kunmeti, kunmunti, kunveni	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
10	collapse	LINK	disfal	disfali	to collapse, fall to pieces	ok	VERB	2	5	4	1	collapsed:VERB;collapses:VERB;collapsible:ADJ;collapsing:VERB	collapse(2)		disfalo, kolapsi, kolapso, maletendi, malŝveli	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
10	colleague	LINK	koleg	kolego	associate, classmate, coworker, colleague, companion, comrade, schoolmate	ok	NOUN	2	2	1	1	colleagues:NOUN	colleague(2)		samprofesiano	3	C1		head already in lexicon (tier 2)
