en_lemma	total_freq	action	eo_root	eo_word	eo_gloss	component_roots	proposed_tier	cefr	alt_candidates	flag	notes
abc	3	NEW	aboc	aboco	ABC, alphabet, basics, fundamentals, primer, rudiments		1	A1		ok	reclaimed from proper_noun — confirm not a name
abracadabra	3	NEW	abrakadabr	abrakadabro	abracadabra		1	A1	sorĉvorto, sorĉvortoj	ok	reclaimed from proper_noun — confirm not a name
ache	3	LINK	dolor	dolori	to ache, be painful, hurt		1	A1	deziregi, doloriĝi, doloro, sopiri	ok	
alongside	3	NEW	ŝipflank	ŝipflanke	alongside (a ship)	ŝip+flank	1	A1		compound	
aloud	3	LINK	laŭt	laŭta	aloud, loud		1	A1	laŭte, laŭtvoĉe, plengorĝe	ok	
aroma	3	NEW	arom	aromo	aroma, flavor, fragrance, smell		1	A1		ok	
attendant	3	LINK	akompan	akompana	attendant		1	A1	pumpisto, sanitaristo, stevardo	ok	
awoken	3						1	A1		no_match	
balanced	3	NEW	bilancit	bilancita	balanced		1	A1	ekvilibra	ok	
bamboo	3	NEW	bambu	bambua	bamboo		1	A1	bambuo	ok	
bellow	3	NEW	muĝ	muĝi	to bellow, howl, roar, low, moo, roar		1	A1	blekegi, bleki, elĝemi	ok	
blade	3	NEW	kulm	kulmo	blade, stalk		1	A1	akraĵo, folieto, padelo, tranĉanto, trunketo	ok	
blast	3	NEW	bloveg	blovego	blast		1	A1	eksplodbrui	ok	
bluebird	3						1	A1		no_match	
bookshelf	3	NEW	librobret	librobreto	bookshelf		1	A1	libromeblo	ok	
boost	3	NEW	suprenig	suprenigi	to boost		1	A1	plifortigo, plirapidigo, suprenpremi	ok	
booth	3	NEW	bud	budo	barn, shed, stand, stall, hut, booth, cabana, kiosk		1	A1	laŭbo, separeo, stando	ok	
bridle	3	NEW	brid	bridi	to bridle, check, restrain		1	A1	brido	ok	
brilliantly	3	LINK	bril	brile	brightly, brilliantly		1	A1	genie	ok	
burger	3	NEW	burger	burgero	burger		1	A1		ok	
buzzer	3	NEW	zumil	zumilo	buzzer		1	A1		ok	
calf	3	LINK	sur	suro	calf		1	A1	bovido, tibikarno, tibiosto, tibiviando	ok	
catcher	3	NEW	kaptant	kaptanto	catcher		1	A1	kaptisto	ok	
checkout	3	NEW	ĝustig	ĝustigo	adjustment, checkout, debugging, error correction, amendment, correction		1	A1		ok	
cherish	3	LINK	am	ami	to love, cherish		1	A1		ok	
chick	3	NEW	ulin	ulino	chick, gal		1	A1	kokido	ok	
chime	3	NEW	sonoret	sonoreti	to chime, clank		1	A1	sonoretilo, sonoreto, sonorilado	ok	
chunk	3	NEW	bul	bulo	ball, chunk, clod, hunk, lump, wad, bullet		1	A1	bloko, peco	ok	
classmate	3	LINK	koleg	kolego	associate, classmate, coworker, colleague, companion, comrade, schoolmate		1	A1	klasamiko, samklasano	ok	
cloudy	3	LINK	nub	nuba	cloudy, overcast, gloomy, obscure, unclear		1	A1	malklara, nubkovrita, nuboplena, nuboza	ok	
cock	3	NEW	kac	kaco	cock, prick, dick (vulgar terms for penis)		1	A1	koko, krano, virkoko	ok	
coconut	3	NEW	kokos	kokoso	coconut		1	A1	kokosnukso	ok	
companion	3	LINK	koleg	kolego	associate, classmate, coworker, colleague, companion, comrade, schoolmate		1	A1	akompananto, kamarado, kompaniulo, kompano, kunulo	ok	
congratulate	3	NEW	gratul	gratuli	to felicitate, congratulate		1	A1		ok	
cooperate	3	NEW	kunag	kunagi	to cooperate		1	A1	kunhelpi, kunlabori	ok	
craft	3	NEW	ruz	ruzo	craft, cunning, ruse, trick, stratagem, wile		1	A1	konstrui, malico, ruzaĵo, ŝipeto	ok	
creak	3	NEW	knar	knari	to creak, screech, grate, grind, scratch, squeak, scrape		1	A1	grinci	ok	
crouch	3	NEW	kaŭr	kaŭri	to cower, crouch, squat, lurk		1	A1	kaŭriĝi	ok	
cuddly	3	NEW	karesem	karesema	affectionate, caressing, cuddlesome, cuddly		1	A1	karesiga	ok	
dart	3	NEW	sag	sagi	to dart		1	A1	mansago, pikilo, sageto, sago	ok	
dash	3	NEW	ireg	iregi	to dash, to rush		1	A1	haltostreko, impeti, kurego, streketo	ok	
dial	3	LINK	disk	diski	to dial (telephone)		1	A1	ciferplato, disko, numerumi	ok	
dining	3						1	A1		no_match	
dock	3	NEW	dok	doko	dock, dockyard, docking station, cradle		1	A1	endokigi, endokiĝi, enhaveniĝi, garaĝi, ligi	ok	
dollhouse	3						1	A1		no_match	
duckle	3						1	A1		no_match	
encouraging	3	NEW	esperig	esperiga	encouraging, hopeful, promising		1	A1		ok	
energize	3						1	A1		no_match	
english	3	NEW	angl	angla	English		1	A1	anglino	ok	reclaimed from proper_noun — confirm not a name
faint	3	NEW	sven	sveni	to faint, swoon		1	A1	malforta, neforta, senkonsciiĝo, svenfali, sveno	ok	
flicker	3	NEW	flagr	flagri	to flare, flare up, flicker		1	A1	flagretado, flagreti, lumŝanceli	ok	
flips	3						1	A1		no_match	
frosty	3	LINK	frost	frosta	freezing, frosty, raw, chilly		1	A1		ok	reclaimed from proper_noun — confirm not a name
gallop	3	NEW	galop	galopi	to gallop		1	A1	galopego, galopo	ok	
gardener	3	NEW	ĝardenist	ĝardenisto	gardener, groundskeeper, landscaper		1	A1	hortikulturisto	ok	
glance	3	NEW	ekrigard	ekrigardi	to glance (at)		1	A1	ekrigardo, enrigardo, rigardeto	ok	
glare	3	NEW	brileg	brilego	flare, glare		1	A1		ok	
glittery	3						1	A1		no_match	
goodness	3	NEW	bonec	boneco	excellence, goodness, kindness		1	A1		ok	
goody	3						1	A1		no_match	
grasp	3	LINK	ten	teno	grasp, grip, hold		1	A1	ekkapti, ekkompreno, ekpreni, ekpreno, ekteno	ok	
grip	3	LINK	ten	teno	grasp, grip, hold		1	A1	ekkapti, kolbo, mantenilo, pafilkapo, premego	ok	
harmony	3	NEW	harmoni	harmonio	harmony		1	A1	koncerto, konkordo	ok	
heartbroken	3						1	A1		no_match	
homeless	3	NEW	sendom	sendoma	homeless		1	A1	senhejma	ok	
honeybee	3						1	A1		no_match	
hoof	3	NEW	huf	hufo	hoof		1	A1		ok	
hoot	3	NEW	hu	hui	to boo, hoot		1	A1	huo, hupi, pepegadi, pepegi, ululi	ok	
illuminate	3	NEW	lumig	lumigi	to illuminate, light		1	A1	ilumini	ok	
insert	3	NEW	anig	anigu	include, insert		1	A1	enigi, eniĝi, enmeti, enmeto, enmetu	ok	
joyful	3	LINK	ĝoj	ĝoja	happy, glad, joyful, joyous		1	A1	ĝojiga	ok	
keen	3	LINK	akr	akra	abrasive, acrimonious, acute, lurid, sharp, keen, poignant		1	A1	vigla	ok	
leafy	3	NEW	folriĉ	folriĉa	leafy, rich in leaves		1	A1		ok	
leapt	3						1	A1		no_match	
lever	3	LINK	lev	levi	to lever, lift, raise		1	A1	baskulo, levilo, levstango, svingilo	ok	
lioness	3	NEW	leonin	leonino	lioness		1	A1		ok	
lobby	3	NEW	lobi	lobii	to lobby		1	A1	influgrupo, lobio, premgrupo, vestiblo	ok	
loneliness	3	NEW	solec	soleco	loneliness, seclusion, solitude		1	A1		ok	
lunchtime	3						1	A1		no_match	
maker	3	NEW	farint	farinto	maker		1	A1	fabrikinto, faristo	ok	
mat	3						1	A1		no_match	
moonwalk	3						1	A1		no_match	
mower	3						1	A1		no_match	
muster	3	NEW	kunvenig	kunvenigi	to muster, take along		1	A1		ok	
nicer	3						1	A1		no_match	
nuzzle	3	NEW	nazum	nazumi	to nuzzle		1	A1		ok	
obediently	3	LINK	obe	obee	obediently		1	A1	laŭdeve, obeeme	ok	
obstacle	3	LINK	bar	baro	bar, barrier, impediment, obstacle, obstruction, bound		1	A1	haltigaĵo, haltigo, kontraŭaĵo, malhelpaĵo, malhelpilo	ok	
padlock	3				padlock		1	A1	penda seruro	no_match	
parcel	3	LINK	pak	pako	pack, parcel, package		1	A1	pakaĵo, paketo, parcelo	ok	
persistence	3	NEW	senĉesec	senĉeseco	persistence		1	A1	persistoado	ok	
playhouse	3						1	A1		no_match	
pointy	3						1	A1		no_match	
pony	3	NEW	pone	poneo	pony		1	A1	ĉevaleto	ok	
porridge	3	NEW	kaĉ	kaĉo	gruel, mess, mush, porridge, puree, slush, hodge-podge		1	A1	griaĵo, poriĝo	ok	
pouch	3	NEW	krop	kropo	craw, crop, goiter, gullet, pouch		1	A1	marsupio, saketo	ok	
prey	3	LINK	kapt	kapto	catch, prey		1	A1	kaptaĵo, predi, predo	ok	
protector	3	NEW	zorgant	zorganto	caretaker, guardian, protector		1	A1	ŝirmanto	ok	
pry	3	NEW	rigardet	rigardeti	to peep, pry, take a look at, have a glance at		1	A1		ok	
reappear	3	NEW	reaper	reaperi	to reappear		1	A1		ok	
reflection	3	NEW	rebild	rebildo	reflection, reflected image		1	A1	pripensado, pripenso, rebrilo, reflekto, respeguliĝo	ok	
relic	3	NEW	relikv	relikvo	relic		1	A1	antikvaĵo, memorigo	ok	
resume	3	LINK	daŭrig	daŭrigi	to continue, carry on, go on, proceed with, perpetuate, resume, continue, prolong		1	A1	reaktivigi, rekomenci	ok	
riverbank	3	NEW	riverbord	riverbordo	riverbank	river+bord	1	A1		compound	
rosy	3	NEW	roz	roza	pink, rosy		1	A1	ruĝa	ok	
rumor	3	LINK	fam	famo	fame, hearsay, renown, repute, rumor, reputation		1	A1	onidiro	ok	
saddle	3	NEW	sel	seli	to saddle		1	A1	montkolo, selo	ok	
scowl	3	NEW	sulkegiĝ	sulkegiĝi	to scowl		1	A1		ok	
seahorse	3	NEW	hipokamp	hipokampo	seahorse		1	A1		ok	
seesaw	3	NEW	baskul	baskulo	seesaw, teeter-totter, lever, toggle, trigger, weighing machine		1	A1	balancilo, baskulludo	ok	
sensation	3	LINK	sent	sento	feel, feeling, sensation, perception, sentiment		1	A1	sensacio, sensaco, sensaĵo, sentado, sentaĵo	ok	
shh	3	NEW	ĉit	ĉit	hush, shh		1	A1		ok	reclaimed from proper_noun — confirm not a name
shortly	3	LINK	fru	frue	early, shortly, soon		1	A1		ok	
shrank	3						1	A1		no_match	
shuffle	3	LINK	miks	miksi	to blend, mingle, mix, shuffle, scramble		1	A1	enmiksiigi, ŝuflo	ok	reclaimed from proper_noun — confirm not a name
shyly	3						1	A1		no_match	
sideways	3						1	A1		no_match	
slam	3	NEW	ŝlem	ŝlemo	slam (cards)		1	A1	brufermi, fermegi, ĵetfermi, klakfermi	ok	reclaimed from proper_noun — confirm not a name
smoothie	3						1	A1		no_match	
snarl	3						1	A1		no_match	
sparrow	3	NEW	paser	pasero	sparrow		1	A1		ok	
spat	3	NEW	gamaŝet	gamaŝeto	spat		1	A1		ok	
squeak	3	NEW	knar	knari	to creak, screech, grate, grind, scratch, squeak, scrape		1	A1	bleketi, grinci	ok	
stain	3	LINK	makul	makuli	to soil, spot, stain		1	A1	makulo, mordaĵo, tinkturmakuli	ok	
stairway	3						1	A1		no_match	
stall	3	NEW	bud	budo	barn, shed, stand, stall, hut, booth, cabana, kiosk		1	A1	fortelo, stalfako, stalo, stando, staŭli	ok	
steer	3	NEW	stir	stiri	to drive, fly, steer, control		1	A1	direkti	ok	
storybook	3						1	A1		no_match	
stubbornness	3	NEW	obstin	obstino	obstinacy, stubbornness		1	A1	obstineco, obstinegeco	ok	
sturdy	3	NEW	hard	harda	hardy, sturdy		1	A1	fortika, robusta	ok	
surfboard	3	NEW	surftabul	surftabulo	surfboard		1	A1	surfotabulo, veltabulo	ok	
sweetly	3						1	A1		no_match	
swell	3	NEW	hul	hulo	hull, swell, surge (of the sea)		1	A1	kreŝcendi, ondado, ondiĝo, plilaŭtiĝi, pufiĝi	ok	
tantrum	3						1	A1		no_match	
teapot	3	NEW	teuj	teujo	teapot, tea caddy, tea canister		1	A1	tekruĉo, tepoto	ok	
teddie	3						1	A1		no_match	
temptation	3	NEW	tent	tento	temptation		1	A1	tentiĝo, tentoado	ok	
tickly	3						1	A1		no_match	
tissue	3	NEW	hist	histo	tissue		1	A1	naztuko, poŝtuko, silkpapero, teksaĵo, tualetpapero	ok	
tournament	3	NEW	turnir	turniro	tournament		1	A1		ok	
trusty	3	NEW	fidel	fidela	accurate, exact, faithful, loyal, staunch, trusty, trustworthy		1	A1	fidebla	ok	
undo	3	NEW	malfar	malfara	undo		1	A1	malfari, malligi	ok	
unicorn	3	NEW	unikorn	unikorno	unicorn	unik+orn	1	A1	unukornulo	compound	
unison	3	NEW	unut	unuto	unison		1	A1	unisono	ok	reclaimed from proper_noun — confirm not a name
unwell	3	NEW	malsan	malsana	ill, sick, unhealthy, unwell, unwholesome		1	A1	malbonfarta, malbonfartanta	ok	
useless	3	NEW	van	vana	abortive, futile, useless, vain, fruitless, ineffectual		1	A1	neutila, neutiligebla, sentaŭga, senutila, senutilaĵo	ok	
waddle	3	NEW	anasir	anasiri	to waddle		1	A1	anaspaŝi, ŝanceliĝi	ok	
whoa	3	NEW	b	ba	bah, whoa (interjection)		1	A1		ok	reclaimed from proper_noun — confirm not a name
whoop	3						1	A1		no_match	
windowsill	3						1	A1		no_match	
wobbly	3	NEW	nestarem	nestarema	shaky, rickety, wobbly, loose	nest+rem	1	A1		compound	
workshop	3	NEW	metiej	metiejo	jobsite, workplace, workshop		1	A1	artlaborejo, ateliero, laborejo, laborsesio, riparejo	ok	
wrinkle	3	NEW	ĉif	ĉifi	to crease, crumble, crumple, rumple, wrinkle		1	A1	falti, faltiĝi, falto, sulketo, sulki	ok	
yummy	3						1	A1		no_match	
accurately	2	LINK	traf	trafe	accurately, appropriately, graphically, relevant, on target, apt, to the point		1	A1	senerare	ok	
acrobat	2	NEW	akrobat	akrobato	acrobat		1	A1	ekvilibristo	ok	
ahhe	2						1	A1		no_match	
alas	2	NEW	bedaŭrind	bedaŭrinde	alas, regrettably, unfortunately		1	A1		ok	
alien	2	NEW	naŭz	naŭza	abhorrent, abominable, alien, disgusting, nasty, nauseous		1	A1	abomeninda, alilandano, alilandulo, aliŝtatano, eksterlanda	ok	
amuse	2	LINK	amuz	amuzi	to amuse, divert, entertain, unbend, relax		1	A1	distri, malenuigi	ok	
anxiously	2	NEW	anksi	anksie	anxiously		1	A1	maltrankvile, plenzorge, zorgplene	ok	
anyways	2						1	A1		no_match	
appetite	2	NEW	apetit	apetito	appetite		1	A1		ok	
arch	2	NEW	ark	arki	to arch		1	A1	arkaĵo, arkefleksi, arkigi, arkiĝi, arko	ok	
artwork	2	NEW	artaĵ	artaĵoj	artwork		1	A1	grafiko	ok	
astound	2	NEW	mireg	miregi	to astound, be stupefied		1	A1		ok	
atop	2						1	A1		no_match	
awhile	2						1	A1		no_match	
awkward	2	NEW	plump	plumpa	awkward, lumpish, plump, ungainly		1	A1	delikata, embarasa, malgracia, mallerta	ok	
baa	2	NEW	be	bei	to baa, bleat		1	A1	beo, ŝafbleki, ŝafbleko	ok	reclaimed from proper_noun — confirm not a name
baffle	2	NEW	surdigil	surdigilo	silencer, attenuator, (sound) baffle, (sound) damper, muffler		1	A1	maldistingi	ok	
ballerina	2	NEW	baletistin	baletistino	ballerina, ballet dancer, ballet girl		1	A1	baledistino	ok	reclaimed from proper_noun — confirm not a name
basin	2	NEW	pelv	pelvo	basin, bowl, pelvis		1	A1	akvujo, baseneto, baseno, kuveto	ok	
beady	2						1	A1		no_match	
beautifully	2	LINK	bel	bele	beautifully		1	A1	belaspekte	ok	
bid	2	LINK	pet	peti	to ask (for), request, seek, bid, beg		1	A1	oferti, pliproponi	ok	
binocular	2	NEW	duokul	duokula	binocular		1	A1		ok	
birdseed	2						1	A1		no_match	
blend	2	LINK	miks	miksi	to blend, mingle, mix, shuffle, scramble		1	A1	miksiĝi	ok	
bless	2	NEW	ben	beni	to bless		1	A1		ok	reclaimed from proper_noun — confirm not a name
blob	2						1	A1		no_match	
blonde	2	NEW	blondulin	blondulino	blonde (woman)		1	A1		ok	
blossom	2	LINK	flor	flori	to bloom, blossom, flower		1	A1	floraĵo	ok	
blur	2	NEW	malklariĝ	malklariĝi	to blur, fade		1	A1		ok	
blush	2	NEW	roziĝ	roziĝi	to become rosy, blush		1	A1	ruĝigi, ruĝiĝi	ok	
boar	2	NEW	porkvir	porkviro	boar, hog	pork+vir	1	A1	virporko	compound	
boarding	2	NEW	tabulaĵ	tabulaĵo	boarding		1	A1		ok	
boundary	2	LINK	lim	limo	bound, boundary, frontier, limit		1	A1	landlimo, randa, rando	ok	
breadcrumb	2	NEW	paĝnivel	paĝnivela	breadcrumb, page-level	paĝ+nivel	1	A1		compound	
bristle	2	NEW	arist	aristo	arista, awn, beard, bristle		1	A1	harego	ok	
bruise	2	NEW	bataĵ	bataĵo	black-and-blue mark, bruise		1	A1	batmakulo, kontuzaĵo, kontuzi, kontuziĝi, kontuziĝo	ok	
bubblegum	2						1	A1		no_match	
bundle	2	LINK	fask	fasko	bunch, bundle, cluster, sheaf		1	A1	garbo, ligpakaĵo	ok	
buttery	2	LINK	buter	butera	buttery, buttered		1	A1		ok	
campsite	2						1	A1		no_match	
canyon	2	NEW	kanjon	kanjono	canyon	kan+jon	1	A1		compound	
carefree	2						1	A1		no_match	
carelessly	2	NEW	malzorg	malzorge	carelessly		1	A1	malzorgeme, malzorgemo, malzorgo, senatento, sengardeme	ok	
carton	2						1	A1		no_match	
carve	2	NEW	ĉiz	ĉizi	to carve, chisel		1	A1	detranĉi, skulpti, tajli, tranĉi	ok	
cautious	2	NEW	evitem	evitema	cautious, evasive, noncommittal, oblique		1	A1	singarda, singardema	ok	
chainsaw	2	NEW	ĉensegil	ĉensegilo	chainsaw	ĉen+seg	1	A1		compound	
chaos	2	NEW	kaos	kaoso	chaos, tangle		1	A1	ĥaoso, misordo	ok	
cheerfully	2	LINK	gaj	gaje	cheerfully, happily, gaily		1	A1	bonhumore, gajeme	ok	
chill	2	NEW	malvarm	malvarmo	chill, cold		1	A1	malvarmigi, malvarmiĝo, malvarmulo	ok	
christmas	2	NEW	kristnask	kristnaska	Christmas, of Christmas, Christmas-time		1	A1		ok	reclaimed from proper_noun — confirm not a name
cinema	2	NEW	kin	kino	cinema, cinematography		1	A1	filmteatro, kinarto, kinejo, kinematografejo, kinoteatro	ok	
claw	2	NEW	krif	krifo	claw, talon		1	A1	ungego	ok	
clipper	2	NEW	tondist	tondisto	clipper		1	A1		ok	
clung	2						1	A1		no_match	
cob	2	NEW	maizospadik	maizospadiko	cob		1	A1		ok	
cobra	2	NEW	kobr	kobro	cobra		1	A1		ok	
cooperation	2	NEW	kooperad	kooperado	cooperation		1	A1	kunhelpoado	ok	
courageous	2	LINK	kuraĝ	kuraĝa	audacious, bold, brave, courageous, valiant, daring, fearless, intrepid		1	A1	sentima	ok	
courtier	2	NEW	kortegan	kortegano	courtier		1	A1	kortegulo	ok	
cozier	2						1	A1		no_match	
crackle	2	NEW	kraket	kraketi	to crackle, pop, snap, rattle (a toy)		1	A1	krepiti	ok	
cranny	2						1	A1		no_match	
critter	2						1	A1		no_match	
crocodile	2	NEW	krokodil	krokodilo	crocodile		1	A1		ok	
crumble	2	NEW	ĉif	ĉifi	to crease, crumble, crumple, rumple, wrinkle		1	A1	dispecetiĝi, elfali, pecetiĝi	ok	
daffodil	2	NEW	narcis	narciso	daffodil, narcissus		1	A1		ok	
dandelion	2	NEW	leontod	leontodo	dandelion		1	A1	buterfloro, taraksako	ok	
daydream	2	NEW	rev	revi	to dream, daydream, fancy, muse		1	A1	revo	ok	
desperately	2	LINK	kriz	krize	critically, desperately		1	A1	ĉionriskeme, senespereme	ok	
disbelief	2	NEW	nekredem	nekredemo	disbelief, lack of faith		1	A1		ok	
discourage	2	NEW	fortimig	fortimigi	to deter, discourage, scare (away)		1	A1	senkuraĝigi	ok	
disobey	2	NEW	malobe	malobei	to disobey		1	A1		ok	reclaimed from proper_noun — confirm not a name
doorbell	2						1	A1		no_match	
doorstep	2						1	A1		no_match	
drown	2	NEW	dron	droni	to drown, sink		1	A1	dronigi, dronmorti	ok	
dryer	2	NEW	sekigil	sekigilo	dryer		1	A1	hararsekigilo, sekigaŭtomato, sekigmaŝino, tolsekigilo	ok	
earring	2	NEW	orelring	orelringo	earring	orel+ring	1	A1	orelpendaĵo	compound	
errand	2	LINK	mesaĝ	mesaĝo	message, errand		1	A1	farendaĵo, komisio	ok	
fascination	2	NEW	ensorĉ	ensorĉo	bewitchment, delusion, spell, enchantment, fascination		1	A1	fascinado, fascino	ok	
fate	2	NEW	fat	fato	destiny, fate, ill fate, fortune		1	A1	destino, fatalo, sorto	ok	
flip	2	NEW	renvers	renversi	to overthrow, turn, turn over, overturn, upset, reverse, flip		1	A1		ok	
flipper	2						1	A1		no_match	
fluff	2	NEW	lanug	lanugo	down, fluff, nap		1	A1		ok	
flurry	2						1	A1		no_match	
foam	2	NEW	ŝaum	ŝaumo	foam, froth		1	A1	marŝaŭmo, ŝaŭmi, ŝaŭmo, ŝaŭmoaĵo	ok	
fond	2	LINK	am	ama	fond		1	A1	tenera	ok	
footstep	2						1	A1		no_match	
forehead	2	NEW	frunt	frunto	brow, forehead		1	A1		ok	
forgiveness	2	LINK	pardon	pardono	absolution, pardon, forgiveness		1	A1		ok	
fragrance	2	NEW	arom	aromo	aroma, flavor, fragrance, smell		1	A1	bonodoreco	ok	
fright	2	LINK	tim	timo	fear, fright, dread, apprehension		1	A1	teruro, timego	ok	
frisbee	2	NEW	ĵetdisk	ĵetdisko	disc, discus, disk, Frisbee	ĵet+disk	1	A1		compound	
froze	2						1	A1		no_match	
frustration	2	NEW	frustr	frustro	frustration		1	A1		ok	
fulfill	2	NEW	verig	verigi	to authenticate, verify, meet, satisfy, fulfill		1	A1	plenumi	ok	
gadget	2	NEW	akcesoraĵ	akcesoraĵo	accessory, side issue, gadget		1	A1	popularaĵeto	ok	
generosity	2	NEW	sindon	sindono	attachment, devotion, generosity, helpfulness, selflessness, self-sacrifice		1	A1	bonintenco, malavareco	ok	
gigantic	2	LINK	gigant	giganta	gigantic, huge, giant		1	A1		ok	
gleam	2	NEW	glim	glimi	to gleam		1	A1	glimbrili, lumeti, lumeto	ok	
glide	2	NEW	glis	glisi	to glide, plane		1	A1	glisadi, glisado, glitadi, glitado, gliti	ok	
glossy	2	NEW	glace	glacea	glossy		1	A1		ok	
golfer	2	NEW	golfludant	golfludanto	golfer		1	A1	golfludisto	ok	
grandkid	2						1	A1		no_match	
grease	2	LINK	gras	grasi	to grease		1	A1	graso, ŝmiri	ok	
groan	2	NEW	ĝem	ĝemi	to groan, moan		1	A1	ekĝemo, ĝemadi, ĝemo	ok	
gross	2	NEW	groc	groco	gross, 144		1	A1	brutte, kuntara, maldelikata, maldeliki, malneta	ok	
grouchy	2						1	A1		no_match	
gut	2	NEW	senintestig	senintestigi	to gut		1	A1	intestotubo	ok	
hairdresser	2	NEW	frizist	frizisto	barber, hairdresser, hair stylist		1	A1	frizistino	ok	
haire	2						1	A1		no_match	
heartbeat	2	NEW	korbat	korbato	heartbeat		1	A1	korbatado	ok	
hearty	2	LINK	kor	kora	cardiac, cordial, hearty, warm		1	A1	elkora, korega	ok	
heavenly	2	LINK	ĉiel	ĉiela	celestial, heavenly		1	A1	ĉiele, ĉielglora	ok	
hesitation	2	LINK	hezit	hezito	hesitation		1	A1	hezitado, ŝanceliĝo	ok	
hideaway	2						1	A1		no_match	
hike	2						1	A1		no_match	
honesty	2	LINK	honest	honesto	honesty		1	A1	honesteco, monherbo	ok	reclaimed from proper_noun — confirm not a name
hotter	2						1	A1		no_match	
hover	2	NEW	sveb	sveba	hover		1	A1	flirtegi, flugpendi, musumi, portiĝi, ŝveba	ok	
hurriedly	2	NEW	hast	haste	hastily, hurriedly, in a hurry		1	A1		ok	
impatiently	2	NEW	malpacienc	malpacience	impatiently		1	A1	senpacience	ok	
inseparable	2	NEW	sendisiĝ	sendisiĝa	inseparable		1	A1	neapartigebla, nedisigebla	ok	
insistent	2	LINK	insist	insista	emphatic, insistent		1	A1	insistema, postulema, trudiĝema	ok	
jellybean	2						1	A1		no_match	
jingle	2	NEW	tint	tinti	to chink, clink, jingle, tinkle		1	A1	ĵinglo, tintigi, tinto	ok	
junkyard	2						1	A1		no_match	
knights	2						1	A1		no_match	
lace	2	NEW	laĉ	laĉi	to lace		1	A1	galono, laĉo, pasamento, punto	ok	
lamb	2	NEW	ŝafid	ŝafida	lamb, of lamb		1	A1	ŝafidaĵo, ŝafido	ok	reclaimed from proper_noun — confirm not a name
lawnmower	2						1	A1		no_match	
learner	2	NEW	lernantin	lernantino	learner, student, pupil		1	A1		ok	
len	2						1	A1		no_match	
librarian	2	NEW	bibliotekist	bibliotekisto	librarian		1	A1	bibliotekistino	ok	
lightly	2	NEW	leĝer	leĝere	lightly		1	A1	malforte, malpeze, singarde, subtile	ok	
lookout	2	NEW	gvat	gvato	watch, lookout		1	A1	gvatanto, gvatisto, observulo	ok	
lovingly	2	LINK	am	ame	fondly, lovingly		1	A1	amante, tenere	ok	
lullaby	2	NEW	lulkant	lulkanto	lullaby	lul+kant	1	A1		compound	
lush	2						1	A1		no_match	
ma'am	2						1	A1		no_match	
mac	2						1	A1		no_match	
mango	2	NEW	mang	mango	mango		1	A1		ok	
marking	2	NEW	rimarkebl	rimarkebla	appreciable, marking, noticeable, perceptible		1	A1		ok	
mast	2	NEW	mast	masto	mast		1	A1	velstango	ok	
merry	2	LINK	gaj	gaja	cheerful, gay, merry, happy		1	A1	bonhumora, gajhumora	ok	
midst	2						1	A1		no_match	
mini	2						1	A1		no_match	
misbehave	2	NEW	malbonkondut	malbonkonduti	to misbehave, misconduct		1	A1		ok	
moonlight	2	NEW	lunlum	lunlumo	moonlight		1	A1	lunbrilo	ok	
mural	2	NEW	murpentraĵ	murpentraĵo	mural, mural painting, wall painting	mur+pentr	1	A1		compound	
murky	2	NEW	malhel	malhela	bleak, dark, dismal, dreary, dusky, obscure, somber, murky, dull		1	A1	malluma	ok	
musty	2	NEW	mucid	mucida	foul, moldy, musty		1	A1	malfreŝa	ok	
nearer	2				nearer		1	A1	pli proksima, pli proksime	no_match	
nestle	2	NEW	kuŝiĝet	kuŝiĝeti	to nestle		1	A1		ok	
nightlight	2						1	A1		no_match	
nightstand	2						1	A1		no_match	
nook	2	NEW	niĉ	niĉo	niche, nook		1	A1	anguleto	ok	
oblige	2	LINK	devig	devigi	to compel, force, coerce, oblige		1	A1	devoligi, komplezi, ŝuldigi	ok	
oily	2						1	A1		no_match	
ooh	2						1	A1		no_match	
organise	2						1	A1		no_match	
organiser	2						1	A1		no_match	
pad	2	NEW	puf	pufo	padding, puff, swelling, stuffing, wad, pad		1	A1	kuseneto, remburi, ŝirnotlibro, vati	ok	
pail	2	NEW	sitel	sitelo	bucket, pail		1	A1		ok	
pant	2	NEW	anhel	anheli	to be out of breath, pant, hyperventilate		1	A1	senspiriĝi, spiregi	ok	
peacefulness	2	LINK	trankvil	trankvilo	tranquility, calmness, peacefulness		1	A1		ok	
peacock	2	NEW	pav	pavo	peacock		1	A1		ok	
persuasive	2	NEW	kredig	krediga	convincing, persuasive		1	A1	konvinka, persvada	ok	
pickle	2	NEW	pekl	pekli	to pickle (in salt)		1	A1	bubaĉo	ok	
piggybank	2						1	A1		no_match	
pity	2	NEW	domaĝ	domaĝo	pity, something regrettable		1	A1	bedaŭri, bedaŭrindaĵo, kompati, kompato	ok	
plaster	2	NEW	gips	gipsi	to plaster		1	A1	gipso, kalkŝmiri, kataplasmo, pansobendo, plastro	ok	
ponder	2	NEW	remaĉ	remaĉi	to chew the cud, ponder, reflect on, ruminate		1	A1	pripensi, reveti	ok	
popsicle	2						1	A1		no_match	
pounce	2	NEW	alsalt	alsalti	to pounce		1	A1	alsalto	ok	
prance	2	NEW	pranc	pranci	to balk, buck, prance, rear		1	A1	kaprioli	ok	
